Column1,id,county_new,county,year,NO2_annualMean,NO2_hrOver200,NO_annualMean,O3_annualMean,O3_daysOver120,O3_dailyMaxAnnualMean,O3_dailyHourlyMax,O3_daily8HrMax,PM10_annualMean,PM10_daysOver50,PM2_5_annualMean,BL,EWZ,Shape__Area,death_rate,cases,deaths,cases_per_100k,deaths_per_100k,fully_vaccinated,Population_density,NO2_totMean,NO_totMean,O3_totMean,PM10_totMean,PM2_5_totMean
4145,215,Parchim,SK Schwerin,2015,16.02534252,0.005815236,8.08811928,51.62255178,1.926120431,76.33621753,179.6215012,162.4488885,17.31204578,5.731408767,12.86653264,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4146,215,Parchim,SK Schwerin,2016,16.4185351,0.006028003,8.114632034,51.12536994,1.723303347,76.01669647,179.5204917,162.2689344,17.14211117,5.035504285,12.79752082,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4147,215,Parchim,SK Schwerin,2017,16.15649036,0.005886204,7.973835748,51.62527107,1.927229722,76.33796512,179.6220537,162.4498727,17.34755207,5.731408767,12.89328417,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4148,215,Parchim,SK Schwerin,2018,15.58999554,0.005579659,7.798866345,52.26465285,2.188054917,76.74887302,179.7519532,162.6812959,17.04253623,5.731408767,12.75051199,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4149,215,Parchim,SK Schwerin,2019,15.64600059,0.005609965,7.673117479,52.48932513,2.279706243,76.89326189,179.7975986,162.7626156,16.87547119,5.731408767,12.60669252,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4150,388,Riesa-Großenhain,SK Dresden,2010,23.22766,0,4.695509,47.74237,1.247722955,75.26746004,179.283637,161.8469648,19.77249,8,17.77557,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4151,388,Riesa-Großenhain,SK Dresden,2011,24.19359,0,5.459931,43.79008,1.374630268,75.46739171,179.346841,161.9595662,21.62801,25,17.13812,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4152,388,Riesa-Großenhain,SK Dresden,2012,20.34109,0,4.994579,45.43419,1.524856975,75.7040611,179.4216588,162.0928583,18.61044,17,15.34106,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4153,388,Riesa-Großenhain,SK Dresden,2013,19.02363928,0.007437691,4.903711,47.23699,0,74.15232,183.266,169.9129,19.39322,15,16.03584,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4154,388,Riesa-Großenhain,SK Dresden,2014,19.20822,0,15.73933,46.78855,0,74.29669,172.153,159.2559,21.04561,15,16.43961,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4155,388,Riesa-Großenhain,SK Dresden,2015,18.43362,0,13.64244,53.1349,5,77.69102,189.073,177.9716,19.6664,13,13.01019,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4156,388,Riesa-Großenhain,SK Dresden,2016,18.89383,0,12.92943,47.55016,0,72.49348,156.35,141.251,23.88676,3,12.64049,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4157,388,Riesa-Großenhain,SK Dresden,2017,18.44846,0,12.59184,50.73712,0,76.48677,162.875,144.9845,18.79356,16,12.20531,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4158,388,Riesa-Großenhain,SK Dresden,2018,19.25755,0,11.64713,55.95184,0,83.42833,187.417,173.6014,20.2086,7,13.24584,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4159,388,Riesa-Großenhain,SK Dresden,2019,17.17941,0,6.052161,53.05506,1,79.98324,176.223,163.805,15.62582,1,10.08724,Sachsen,556227,328597830.1,2.714338337,43436,1179,7809.041992,211.9638205,0.578,1692.728768,19.82070693,9.2656061,49.142126,19.863091,14.391927
4160,395,Muldentalkreis,LK Leipzig,2010,21.4113,0,3.525041,46.34449,1.758900303,76.07277645,179.5382201,162.3005186,21.41346,24,15.77251,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4161,395,Muldentalkreis,LK Leipzig,2011,20.01402,0,4.544826,44.2578,1.923074867,76.3314195,179.6199844,162.4461862,18.42085797,9.352597658,15.54513,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4162,395,Muldentalkreis,LK Leipzig,2012,18.63201,0,3.831084,44.82974,2.097986365,76.60697768,179.7070961,162.6013805,19.17493,15,13.21515,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4163,395,Muldentalkreis,LK Leipzig,2013,18.24445245,0.007016053,2.890535,46.02955,0,72.76963,165.8175,156.0108,19.06124,11,13.82468,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4164,395,Muldentalkreis,LK Leipzig,2014,16.74745,0,9.879557,45.53985,0,70.40777,166.436,153.2086,19.47466,24,14.60323,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4165,395,Muldentalkreis,LK Leipzig,2015,16.25096,0,8.516915,49.83793,1.5,74.26677,217.1865,190.2064,18.29488,9,12.01758,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4166,395,Muldentalkreis,LK Leipzig,2016,16.75701,0,8.256681,45.89812,0,69.45635,170.237,156.2341,17.55071,4,11.70765,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4167,395,Muldentalkreis,LK Leipzig,2017,15.42123,0,8.468579,47.82321,0,71.81364,155.911,139.6434,16.40887,12,11.31931,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4168,395,Muldentalkreis,LK Leipzig,2018,16.14477,0,8.002431,54.22993,1.5,81.13855,184.5635,177.206,18.24429,4,12.36343,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4169,395,Muldentalkreis,LK Leipzig,2019,13.86281,0,3.962077,50.02199,0,75.32455,165.2295,158.3853,13.94372,2,9.546224,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4170,357,Sangerhausen,LK Leipzig,2010,21.4113,0,3.525041,46.34449,1.758900303,76.07277645,179.5382201,162.3005186,21.41346,24,15.77251,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4171,357,Sangerhausen,LK Leipzig,2011,20.01402,0,4.544826,44.2578,1.923074867,76.3314195,179.6199844,162.4461862,18.42085797,9.352597658,15.54513,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4172,357,Sangerhausen,LK Leipzig,2012,18.63201,0,3.831084,44.82974,2.097986365,76.60697768,179.7070961,162.6013805,19.17493,15,13.21515,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4173,357,Sangerhausen,LK Leipzig,2013,18.24445245,0.007016053,2.890535,46.02955,0,72.76963,165.8175,156.0108,19.06124,11,13.82468,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4174,357,Sangerhausen,LK Leipzig,2014,16.74745,0,9.879557,45.53985,0,70.40777,166.436,153.2086,19.47466,24,14.60323,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4175,357,Sangerhausen,LK Leipzig,2015,16.25096,0,8.516915,49.83793,1.5,74.26677,217.1865,190.2064,18.29488,9,12.01758,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4176,357,Sangerhausen,LK Leipzig,2016,16.75701,0,8.256681,45.89812,0,69.45635,170.237,156.2341,17.55071,4,11.70765,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4177,357,Sangerhausen,LK Leipzig,2017,15.42123,0,8.468579,47.82321,0,71.81364,155.911,139.6434,16.40887,12,11.31931,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4178,357,Sangerhausen,LK Leipzig,2018,16.14477,0,8.002431,54.22993,1.5,81.13855,184.5635,177.206,18.24429,4,12.36343,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4179,357,Sangerhausen,LK Leipzig,2019,13.86281,0,3.962077,50.02199,0,75.32455,165.2295,158.3853,13.94372,2,9.546224,Sachsen,258386,1652752071,1.865057597,20053,374,7760.869397,144.7446843,0.578,156.3368181,17.34860125,6.1877726,47.481261,18.1987618,12.9914894
4180,379,Zwickau Städte,SK Chemnitz,2010,26.74631,0,9.053577,47.13927,1.297955973,75.34659788,179.3086547,161.8915352,21.17349,14,13.63725647,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4181,379,Zwickau Städte,SK Chemnitz,2011,26.84058,0,12.5449,45.1725,1.44000055,75.57037703,179.3793976,162.0175675,22.0975,23,13.65441477,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4182,379,Zwickau Städte,SK Chemnitz,2012,23.64018,0,8.937303,46.3623,1.582848379,75.79542162,179.4505405,162.1443125,19.07418,11,13.47078684,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4183,379,Zwickau Städte,SK Chemnitz,2013,18.1374868,0.006958171,7.981602,46.99549,0,74.26254,173.41,166.7006,20.05263,13,13.38214632,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4184,379,Zwickau Städte,SK Chemnitz,2014,22.51048,0,15.73803,49.29235,0,74.1883,170.377,147.536,19.71836,21,13.60184173,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4185,379,Zwickau Städte,SK Chemnitz,2015,21.74406,0,16.42893,54.78544,6,79.46632,192.604,174.8264,17.27967,3,13.18296139,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4186,379,Zwickau Städte,SK Chemnitz,2016,22.05621,0,14.46554,48.68141,0,72.96098,178.258,163.2962,16.12693,2,13.17670094,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4187,379,Zwickau Städte,SK Chemnitz,2017,14.07608,0,8.533123,51.75432,0,76.97584,162.555,151.898,13.4197,4,13.20087741,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4188,379,Zwickau Städte,SK Chemnitz,2018,13.01988,0,6.072065,57.81811,1,85.76592,178.378,165.6207,15.59158,3,13.32357253,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4189,379,Zwickau Städte,SK Chemnitz,2019,12.22209,0,2.781842,55.94291,0,81.91156,166.606,158.2206,14.36388,2,12.8085819,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4190,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2010,11.38586,0,1.99301,52.66606,0.866718711,74.66722028,179.0938844,161.5089101,22.7671,16,20.41338,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4191,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2011,10.53835,0,1.550884,51.02254,0.955514132,74.80710991,179.1381074,161.5876958,17.42431324,8.646052446,17.80808,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4192,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2012,10.64941,0,1.269597,50.72746,1.082892651,75.00778392,179.2015461,161.7007153,17.33534,10,14.66812,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4193,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2013,16.35274306,0.005992401,8.609255302,52.17104,1,74.98411,194.9825,157.7701,18.00763,10,15.56536,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4194,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2014,11.34692,0,5.44612,49.29399,1,73.43656,181.325,166.2729,22.41014,14,19.53516,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4195,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2015,10.75151,0,6.135273,53.06615,4,75.83548,196.297,184.0066,18.89033,7,16.10644,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4196,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2016,11.26138,0,5.502676,51.81543,0,75.85835,181.4925,158.2809,19.31922,4,16.24025,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4197,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2017,11.02227,0,4.617334,51.38966,0,74.36035,150.8995,134.4822,16.51581,9,13.07267,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4198,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2018,10.84821,0,4.446185,58.61021,2,83.307,178.1775,169.4949,18.06146,8,13.41066,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4199,345,Anhalt-Zerbst,LK Anhalt-Bitterfeld,2019,8.036774,0,0.8636121,57.19083,2,80.2655,178.59,172.675,14.15358,1,10.47908,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
4200,370,Aue-Schwarzenberg,SK Chemnitz,2010,26.74631,0,9.053577,47.13927,1.297955973,75.34659788,179.3086547,161.8915352,21.17349,14,13.63725647,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4201,370,Aue-Schwarzenberg,SK Chemnitz,2011,26.84058,0,12.5449,45.1725,1.44000055,75.57037703,179.3793976,162.0175675,22.0975,23,13.65441477,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4202,370,Aue-Schwarzenberg,SK Chemnitz,2012,23.64018,0,8.937303,46.3623,1.582848379,75.79542162,179.4505405,162.1443125,19.07418,11,13.47078684,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4203,370,Aue-Schwarzenberg,SK Chemnitz,2013,18.1374868,0.006958171,7.981602,46.99549,0,74.26254,173.41,166.7006,20.05263,13,13.38214632,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4204,370,Aue-Schwarzenberg,SK Chemnitz,2014,22.51048,0,15.73803,49.29235,0,74.1883,170.377,147.536,19.71836,21,13.60184173,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4205,370,Aue-Schwarzenberg,SK Chemnitz,2015,21.74406,0,16.42893,54.78544,6,79.46632,192.604,174.8264,17.27967,3,13.18296139,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4206,370,Aue-Schwarzenberg,SK Chemnitz,2016,22.05621,0,14.46554,48.68141,0,72.96098,178.258,163.2962,16.12693,2,13.17670094,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4207,370,Aue-Schwarzenberg,SK Chemnitz,2017,14.07608,0,8.533123,51.75432,0,76.97584,162.555,151.898,13.4197,4,13.20087741,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4208,370,Aue-Schwarzenberg,SK Chemnitz,2018,13.01988,0,6.072065,57.81811,1,85.76592,178.378,165.6207,15.59158,3,13.32357253,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4209,370,Aue-Schwarzenberg,SK Chemnitz,2019,12.22209,0,2.781842,55.94291,0,81.91156,166.606,158.2206,14.36388,2,12.8085819,Sachsen,244401,221390784.1,2.62557609,21481,564,8789.243907,230.7682865,0.578,1103.934841,20.09933568,10.2536912,50.39441,17.889792,13.34391403
4210,361,Halberstadt,SK Magdeburg,2010,22.71508,0,5.884346,45.0114,1.168571125,75.14276307,179.2442168,161.7767355,17.82966525,5.035504285,19.11459,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4211,361,Halberstadt,SK Magdeburg,2011,20.37553,0,6.121376,45.65749,1.283757894,75.32423002,179.3015836,161.8789376,17.95328577,7.573534672,18.3194,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4212,361,Halberstadt,SK Magdeburg,2012,20.48527,0,5.292699,44.91496,1.391500857,75.49396989,179.3552431,161.974535,22.11939,2,14.63765,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4213,361,Halberstadt,SK Magdeburg,2013,17.05430037,0.006372032,9.026050555,46.83221,0,71.8635,170.9955,156.1201,23.28225,2,14.86599,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4214,361,Halberstadt,SK Magdeburg,2014,20.02114,0,6.402577,46.85988,0,71.26434,184.1245,172.2869,22.57994,8,19.16436,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4215,361,Halberstadt,SK Magdeburg,2015,18.57573,0,5.477339,50.63924,1,75.41573,197.48,182.0064,19.6258,10,16.07361,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4216,361,Halberstadt,SK Magdeburg,2016,19.82256,0,5.701491,47.77674,0,70.97022,160.7925,151.0028,19.65656,5,16.3669,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4217,361,Halberstadt,SK Magdeburg,2017,18.91289,0,8.603581,47.33254,0,71.29549,140.284,126.2225,17.34049,10,13.28378,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4218,361,Halberstadt,SK Magdeburg,2018,19.62353,0,9.051635,54.04438,0,79.31992,182.422,163.2559,19.06853,4,13.94722,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4219,361,Halberstadt,SK Magdeburg,2019,16.63544,0,4.360155,52.61478,0,77.30876,188.83,177.225,15.4336,3,11.01581,Sachsen-Anhalt,235775,200525598.6,1.954921803,8696,170,3688.262114,72.10264023,0.645,1175.785045,19.42214704,6.592124955,48.168362,19.4889511,15.678931
4220,221,Wismar Städte,SK Schwerin,2010,16.68868378,0.006174187,8.444366209,50.86931248,1.618848955,75.85213747,179.4684699,162.1762548,17.47915968,6.427313249,13.01247346,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4221,221,Wismar Städte,SK Schwerin,2011,16.81697534,0.006243609,8.740634944,50.99005129,1.66810235,75.929732,179.4929997,162.219956,18.02147432,7.819122213,13.30112455,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4222,221,Wismar Städte,SK Schwerin,2012,16.41188918,0.006024407,7.997532941,51.24574015,1.77240638,76.09405412,179.5449466,162.3125022,17.47904851,5.731408767,12.99060575,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4223,221,Wismar Städte,SK Schwerin,2013,16.10331852,0.005857431,7.800252813,51.60341667,1.918314583,76.32392008,179.6176137,162.4419626,17.11464261,5.035504285,12.78345425,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4224,221,Wismar Städte,SK Schwerin,2014,16.35695866,0.005994682,7.976860286,51.27571659,1.784634771,76.11331891,179.5510367,162.3233521,17.60413427,7.819122213,13.07866222,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4225,221,Wismar Städte,SK Schwerin,2015,16.02534252,0.005815236,8.08811928,51.62255178,1.926120431,76.33621753,179.6215012,162.4488885,17.31204578,5.731408767,12.86653264,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4226,221,Wismar Städte,SK Schwerin,2016,16.4185351,0.006028003,8.114632034,51.12536994,1.723303347,76.01669647,179.5204917,162.2689344,17.14211117,5.035504285,12.79752082,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4227,221,Wismar Städte,SK Schwerin,2017,16.15649036,0.005886204,7.973835748,51.62527107,1.927229722,76.33796512,179.6220537,162.4498727,17.34755207,5.731408767,12.89328417,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4228,221,Wismar Städte,SK Schwerin,2018,15.58999554,0.005579659,7.798866345,52.26465285,2.188054917,76.74887302,179.7519532,162.6812959,17.04253623,5.731408767,12.75051199,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4229,221,Wismar Städte,SK Schwerin,2019,15.64600059,0.005609965,7.673117479,52.48932513,2.279706243,76.89326189,179.7975986,162.7626156,16.87547119,5.731408767,12.60669252,Mecklenburg-Vorpommern,95609,130021333.3,3.318903319,3465,115,3624.135803,120.2815635,0.665,735.3331765,16.22141896,8.060821808,51.5111408,17.34181758,12.90808624
4230,209,Mecklenburg-Strelitz,LK Mecklenburgische Seenplatte,2010,8.063128,0,0.8473787,57.25533,1.898905897,76.29334335,179.6079475,162.4247418,14.65963,0,13.22392624,Mecklenburg-Vorpommern,258057,5500547133,1.592417062,10550,168,4088.24407,65.10189609,0.665,46.91478752,6.8865915,0.96490952,56.217782,15.839561,12.44529673
4231,209,Mecklenburg-Strelitz,LK Mecklenburgische Seenplatte,2011,7.652425,0,0.9522756,58.48253,1.968892177,76.40360078,179.642803,162.4868387,17.95588,16,13.53120942,Mecklenburg-Vorpommern,258057,5500547133,1.592417062,10550,168,4088.24407,65.10189609,0.665,46.91478752,6.8865915,0.96490952,56.217782,15.839561,12.44529673
