Column1,id,county_new,county,year,NO2_annualMean,NO2_hrOver200,NO_annualMean,O3_annualMean,O3_daysOver120,O3_dailyMaxAnnualMean,O3_dailyHourlyMax,O3_daily8HrMax,PM10_annualMean,PM10_daysOver50,PM2_5_annualMean,BL,EWZ,Shape__Area,death_rate,cases,deaths,cases_per_100k,deaths_per_100k,fully_vaccinated,Population_density,NO2_totMean,NO_totMean,O3_totMean,PM10_totMean,PM2_5_totMean
0,157,Berlin,Berlin,2010,21.33097,0,4.689645,48.14162,1.321674051,75.3839637,179.3204671,161.9125796,25.21095,30.28571,20.56858,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
1,157,Berlin,Berlin,2011,21.10792,0,5.591758,46.78272,1.4050132,75.51525743,179.3619727,161.9865242,22.83172,25.57143,20.17655,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
2,157,Berlin,Berlin,2012,20.656,0,5.372472,45.26885,1.513208954,75.68571064,179.4158577,162.0825233,20.53782,11,17.18541,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
3,157,Berlin,Berlin,2013,19.16632,0,4.37616,47.91164,0.1428571,73.14514,171.8557,157.5654,21.05746,13,15.83933,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
4,157,Berlin,Berlin,2014,20.46666,0,15.75506,47.80345,0,71.65981,181.9686,166.5395,24.20021,22,19.77463,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
5,157,Berlin,Berlin,2015,20.2456,0,18.44586,53.50006,3.285714,77.97654,212.6943,182.7286,20.73612,12,15.61312,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
6,157,Berlin,Berlin,2016,20.75239,0,17.18051,50.13845,0,72.60674,181.0029,158.53,20.28495,5.166667,15.48827,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
7,157,Berlin,Berlin,2017,19.83638,0,15.12453,47.18726,0,70.20975,147.4743,132.993,19.10713,10.33333,14.38474,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
8,157,Berlin,Berlin,2018,19.32721,0,16.15014,55.16709,1.857143,80.78691,184.0229,167.5945,20.68847,7.833333,14.97909,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
9,157,Berlin,Berlin,2019,17.37788,0,4.629303,51.50285,0.2857143,76.60822,181.4457,173.715,17.33919,1.666667,12.51580074,Berlin,259169,893320245.5,1.591636266,242813,3759,6640.688066,103.7030905,0.688,290.1188026,20.026733,10.7315438,49.340399,21.199402,16.65255207
10,304,Ahrweiler,LK Ahrweiler,2010,18.63664005,0.007228276,12.19793662,49.2075806,0.940972995,74.78420158,179.1308654,161.5747939,18.21639924,9.928115939,13.47377697,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
11,304,Ahrweiler,LK Ahrweiler,2011,18.53850112,0.00717517,12.09114332,49.31612146,0.985250437,74.85395692,179.1529171,161.6140801,18.22945189,8.704963058,13.46919594,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
12,304,Ahrweiler,LK Ahrweiler,2012,17.97101189,0.006868087,10.78234777,49.53110657,1.072950047,74.9921202,179.1965944,161.6918935,17.96285115,6.870233672,13.30330353,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
13,304,Ahrweiler,LK Ahrweiler,2013,17.72761291,0.006736378,10.87818318,49.72254069,1.151042423,75.11514809,179.2354869,161.7611828,17.74693054,6.258657166,13.19003499,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
14,304,Ahrweiler,LK Ahrweiler,2014,17.82890862,0.006791192,10.55814037,49.7339398,1.1556925,75.12247389,179.2378028,161.7653087,17.9995365,9.928115939,13.32180964,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
15,304,Ahrweiler,LK Ahrweiler,2015,17.37986595,0.006548203,10.13089849,49.844863,1.20094178,75.19376028,179.2603384,161.8054571,17.52367408,7.481810046,13.04372463,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
16,304,Ahrweiler,LK Ahrweiler,2016,17.76209782,0.006755039,9.955718032,49.3829924,1.01252933,74.8969325,179.1665029,161.6382839,17.65275915,6.258657166,13.11545806,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
17,304,Ahrweiler,LK Ahrweiler,2017,17.44971589,0.006586001,10.1453698,49.92746377,1.234637394,75.24684485,179.27712,161.8353543,17.63589278,6.258657166,13.09516123,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
18,304,Ahrweiler,LK Ahrweiler,2018,17.34301019,0.00652826,9.738562883,50.45711655,1.450700463,75.58723383,179.3847265,162.0270612,17.25549198,5.035504285,12.89352258,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
19,304,Ahrweiler,LK Ahrweiler,2019,16.7537734,0.006209409,9.708699905,50.74431533,1.567858439,75.77180625,179.443075,162.1310123,16.68536735,5.035504285,12.5170201,Rheinland-Pfalz,130479,786748193.6,1.009622969,6339,64,4858.253052,49.0500387,0.678,165.845948,17.73911378,10.61870004,49.78680402,17.69083547,13.14230077
20,131,Aichach-Friedberg,LK Aichach-Friedberg,2010,18.35324071,0.007074921,11.09555767,50.4423473,1.444675592,75.57774216,179.3817259,162.0217155,17.39760144,5.043284584,13.02882787,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
21,131,Aichach-Friedberg,LK Aichach-Friedberg,2011,18.76736081,0.007299012,11.17228857,50.50151087,1.468810389,75.61576448,179.3937458,162.0431297,17.44695506,5.816776001,13.05897821,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
22,131,Aichach-Friedberg,LK Aichach-Friedberg,2012,18.09657522,0.006936033,10.01261397,50.82698218,1.601581011,75.82493329,179.4598699,162.1609335,17.23158748,5.655983148,12.93186676,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
23,131,Aichach-Friedberg,LK Aichach-Friedberg,2013,17.92741518,0.006844496,10.09589784,50.71980074,1.55785812,75.7560516,179.4380945,162.1221393,17.08262501,6.712807006,12.84084802,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
24,131,Aichach-Friedberg,LK Aichach-Friedberg,2014,18.14717859,0.006963416,10.03340564,50.57962665,1.500676424,75.6659667,179.4096161,162.0714036,17.17434546,5.648202814,12.8894154,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
25,131,Aichach-Friedberg,LK Aichach-Friedberg,2015,18.11858111,0.006947941,10.32875894,50.81158325,1.595299274,75.81503695,179.4567414,162.1553598,17.04109761,5.655983148,12.81207521,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
26,131,Aichach-Friedberg,LK Aichach-Friedberg,2016,17.81714196,0.006784825,9.716536112,50.6029582,1.510194145,75.68096106,179.4143563,162.0798484,16.95640258,6.689466189,12.75958975,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
27,131,Aichach-Friedberg,LK Aichach-Friedberg,2017,17.40434752,0.006561451,9.286227353,51.27051303,1.782512065,76.10997477,179.5499795,162.3214687,16.85043684,5.204077433,12.68849125,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
28,131,Aichach-Friedberg,LK Aichach-Friedberg,2018,17.80069767,0.006775926,9.065868099,51.35902383,1.818618577,76.16685751,179.5679618,162.353505,17.09393238,5.21185774,12.85062509,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
29,131,Aichach-Friedberg,LK Aichach-Friedberg,2019,17.39399851,0.006555851,9.102174352,51.63814105,1.932479817,76.3462362,179.6246684,162.454531,16.31451182,5.640422534,12.36024561,Bayern,135024,779636093.3,1.421618852,7808,111,5782.675672,82.20760754,0.663,173.1884929,17.98265373,9.990932855,50.87524871,17.05894957,12.82209632
30,21,Alb-Donau,LK Alb-Donau-Kreis,2010,17.90872487,0.006834382,11.3993661,49.32529249,0.988991609,74.85985082,179.1547803,161.6173995,17.35268193,5.681758134,12.99550826,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
31,21,Alb-Donau,LK Alb-Donau-Kreis,2011,18.22220424,0.007004014,11.23952161,49.41196592,1.024348596,74.91555275,179.1723892,161.6487708,17.34486937,6.306197514,12.99005865,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
32,21,Alb-Donau,LK Alb-Donau-Kreis,2012,17.49092075,0.006608298,10.08825338,49.72023955,1.150103713,75.11366923,179.2350194,161.7603499,17.10271956,6.382548197,12.84750133,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
33,21,Alb-Donau,LK Alb-Donau-Kreis,2013,17.42953486,0.006575081,10.031756,49.62923146,1.112978469,75.05518157,179.2165298,161.7274097,16.955655,6.59626184,12.75932712,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
34,21,Alb-Donau,LK Alb-Donau-Kreis,2014,17.59008389,0.006661958,10.14172651,49.52944744,1.072273234,74.99105393,179.1962573,161.691293,17.05377483,5.636424931,12.8092266,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
35,21,Alb-Donau,LK Alb-Donau-Kreis,2015,17.45113498,0.006586769,10.74057106,49.68453459,1.135538465,75.09072292,179.2277654,161.7474265,16.88567688,5.785717749,12.7138351,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
36,21,Alb-Donau,LK Alb-Donau-Kreis,2016,17.25884163,0.006482714,9.938754071,49.46174996,1.044657168,74.94754717,179.1825036,161.66679,16.86393111,6.558086518,12.699151,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
37,21,Alb-Donau,LK Alb-Donau-Kreis,2017,16.72467848,0.006193665,9.388009473,50.17813756,1.336895608,75.40794396,179.3280479,161.9260853,16.65361486,5.564505335,12.56648138,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
38,21,Alb-Donau,LK Alb-Donau-Kreis,2018,16.88201785,0.006278805,9.029725599,50.37392939,1.416765638,75.5337724,179.3678258,161.9969518,16.76443593,5.998408944,12.64776827,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
39,21,Alb-Donau,LK Alb-Donau-Kreis,2019,16.5238121,0.006084971,9.320321104,50.61853212,1.516547266,75.69096986,179.4175203,162.0854853,16.04813648,5.227062662,12.19530505,Baden-WâˆšÂºrttemberg,198204,1356377227,1.460201571,12601,184,6357.591169,92.83364614,0.662,146.1274903,17.34819537,10.13180049,49.79330605,16.9025496,12.72241628
40,412,Altenburger Land,LK Altenburger Land,2010,18.53047906,0.007170829,10.82591929,50.67935715,1.541359826,75.73005994,179.4298778,162.1075008,18.03513935,5.035504285,13.37445645,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
41,412,Altenburger Land,LK Altenburger Land,2011,18.44612957,0.007125186,10.07132405,51.05665603,1.695272649,75.9725365,179.5065314,162.2440635,18.09272855,9.082765666,13.39386043,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
42,412,Altenburger Land,LK Altenburger Land,2012,17.70194832,0.00672249,9.213305784,51.45863193,1.859252048,76.23087208,179.5881986,162.389558,17.83594238,5.710047915,13.24356404,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
43,412,Altenburger Land,LK Altenburger Land,2013,20.41907,0,9.219420458,47.13493,0,72.45329,170.5742,152.7879,20.5573,19,13.133353,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
44,412,Altenburger Land,LK Altenburger Land,2014,18.17077,0,12.64896,46.30928,0,70.8707,150.3718,145.5528,21.09855,21,13.31916757,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
45,412,Altenburger Land,LK Altenburger Land,2015,18.7801,0,12.14878,52.20431,1,77.25757,216.3474,188.7336,16.90067,4,12.94422638,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
46,412,Altenburger Land,LK Altenburger Land,2016,18.21184,0,11.76414,47.7379,0,71.72524,191.8122,172.6664,15.5824,3,12.94190768,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
47,412,Altenburger Land,LK Altenburger Land,2017,18.50384,0,11.06897,49.42882,0,72.76489,154.0002,146.6144,16.13689,11,12.94175548,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
48,412,Altenburger Land,LK Altenburger Land,2018,17.2217,0,9.291706,54.18713,0,81.16082,181.0046,160.5275,17.6619,6,13.03144964,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
49,412,Altenburger Land,LK Altenburger Land,2019,14.81205,0,6.207115,53.00922,1,78.71126,157.1818,149.4664,14.36437,2,8.942039,ThâˆšÂºringen,88356,569793164.4,3.45894574,9049,313,10241.52293,354.2487211,0.621,155.0667953,18.0797927,10.24596406,50.32062351,17.62658903,12.72657797
50,305,Altenkirchen,LK Altenkirchen,2010,11.23789,0,1.376873,55.52165,0.209183787,73.63132996,178.7664104,160.9254971,13.31788,2,12.7636077,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
51,305,Altenkirchen,LK Altenkirchen,2011,9.765194,0,1.365353,56.98876,0.233864212,73.67021187,178.778702,160.9473954,13.13131,3,12.7703886,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
52,305,Altenkirchen,LK Altenkirchen,2012,9.23658,0,1.243539,55.23074,0.319005981,73.80434548,178.8211054,161.0229394,10.68891,0,12.61760525,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
53,305,Altenkirchen,LK Altenkirchen,2013,8.666333,0,1.26098,47.82448798,0.376763301,73.89533722,178.8498705,161.0741859,16.56211421,5.522023172,12.50163956,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
54,305,Altenkirchen,LK Altenkirchen,2014,8.114746,0,6.471389,55.5665,3,73.04899,165.6087,148.5613,12.55743,1,12.61923839,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
55,305,Altenkirchen,LK Altenkirchen,2015,8.581317,0,5.865651,59.16597,7,77.57442,202.9075,187.924,12.42472,1,12.38609236,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
56,305,Altenkirchen,LK Altenkirchen,2016,8.093074,0,6.178114,55.86309,2,73.61248,161.4653,149.3976,10.4645,0,12.41792637,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
57,305,Altenkirchen,LK Altenkirchen,2017,8.118336,0,7.289511,55.31472,1,71.93246,175.455,164.0183,11.48052,2,12.37666626,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
58,305,Altenkirchen,LK Altenkirchen,2018,7.236647,0,5.826028,63.99832,10,82.48244,170.8857,156.3117,12.42047,1,12.21316855,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
59,305,Altenkirchen,LK Altenkirchen,2019,6.431186,0,1.055065,62.03527,12,80.17887,192.59,172.9225,9.862316,0,11.95077504,Rheinland-Pfalz,129087,640777362.4,1.65650883,6399,106,4957.121941,82.11516264,0.678,201.453746,8.5481303,3.7932503,56.7509508,12.29101702,12.46171081
60,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2010,10.85511,0,2.435312,51.97579,1.967066205,76.40072411,179.6418936,162.4852186,17.10893,11,13.71839029,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
61,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2011,8.35042,0,0.8084932,49.26265,2.063028442,76.55190445,179.6896859,162.5703633,19.69209,20,13.92661252,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
62,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2012,7.837392,0,0.4692945,49.27775,2.198254957,76.76494232,179.7570332,162.6903461,14.19226,4,13.63269951,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
63,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2013,17.99892251,0.006883191,8.57225277,52.05514,0,76.7715,166.8635,153.7651,18.13021565,5.035504285,13.38953222,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
64,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2014,9.544642,0,4.151848,48.65153,0,75.37505,167.777,153.5087,18.25856,4,13.73891678,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
65,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2015,8.794184,0,3.796919,52.02606,1,77.21339,196.8165,187.2848,16.03426,4,13.40383474,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
66,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2016,10.23683,0,4.422251,48.40979,0,73.00603,174.547,157.4834,15.18148,4,13.39255133,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
67,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2017,9.467617,0,2.769584,42.7006,0,64.56272,130.4465,114.5789,13.11487,6,13.47082869,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
68,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2018,9.106554,0,3.365097,49.15682,0,71.16687,180.095,168.6852,14.10705,1,13.3382686,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
69,359,Altmarkkreis Salzwedel,LK Altmarkkreis Salzwedel,2019,7.183763,0,0.6133284,49.87766,0,74.16397,181.33,158.1929,12.36984,1,12.98659711,Sachsen-Anhalt,82687,2303232974,2.267186738,4102,93,4960.876559,112.4723354,0.645,35.90040649,9.937543451,3.140437987,49.339379,15.81895557,13.49982318
70,85,Altötting,LK Altötting,2010,24.90609,0,7.738401,45.5243,1.834506126,76.19188699,179.5758743,162.3676016,23.78716,33,13.42569522,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
71,85,Altötting,LK Altötting,2011,21.73242,0,7.50378,46.1581,1.834496064,76.19187114,179.5758693,162.3675927,22.07675,25,13.51263268,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
72,85,Altötting,LK Altötting,2012,20.3628,0,5.973521,46.58696,1.991387814,76.43904074,179.6540065,162.5067985,21.19253,12,12.36154,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
73,85,Altötting,LK Altötting,2013,19.50205332,0.007696573,6.294697,51.52841763,1.887719969,76.27572087,179.6023765,162.4148168,17.86001882,7.105941472,16.35168,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
74,85,Altötting,LK Altötting,2014,17.94541,0,11.12459,43.14068,0,69.82995,154.79,144.95,18.38057,8,13.91417,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
75,85,Altötting,LK Altötting,2015,18.60458,0,11.28642,49.55994,0,78.54011,202.15,174.7775,18.01493,2,13.7149,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
76,85,Altötting,LK Altötting,2016,18.42137,0,10.5713,42.93344,0,71.07147,147.83,133.2987,16.67731,2,12.34566,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
77,85,Altötting,LK Altötting,2017,18.03037,0,9.793047,50.1999,1,79.76215,199.5113,187.8553,17.59239,15,12.4877,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
78,85,Altötting,LK Altötting,2018,17.40709,0,7.282814,54.61806,0,86.00541,177.3526,167.7772,19.15856,7,13.61251,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
79,85,Altötting,LK Altötting,2019,16.74491,0,6.917744,48.6736,0,78.83908,171.7081,164.3122,15.9836,1,10.77888,Bayern,111654,569982047.5,2.33132789,9308,217,8336.468017,194.3504039,0.663,195.8903802,19.36570933,8.4486314,47.89233976,19.07238188,13.25053679
80,315,Alzey-Worms,LK Alzey-Worms,2010,16.97130506,0.006327121,11.90632533,48.03249126,0.461614791,74.02901352,178.8921293,161.1494723,17.53897605,9.939745601,13.08962466,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
81,315,Alzey-Worms,LK Alzey-Worms,2011,17.0356591,0.006361944,11.98095377,48.09119037,0.485560118,74.06673735,178.9040549,161.1707184,17.52791646,9.034041342,13.07705755,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
82,315,Alzey-Worms,LK Alzey-Worms,2012,16.39170623,0.006013485,10.33283571,48.43630453,0.626343715,74.28852993,178.9741697,161.2956318,17.17382399,6.534955665,12.86086589,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
