,county,year,NO2_annualMean,NO2_hrOver200,NO_annualMean,O3_annualMean,O3_daysOver120,O3_dailyMaxAnnualMean,O3_dailyHourlyMax,O3_daily8HrMax,cases_per_100k,deaths_per_100k,Population density,Fully vaccinated
27,LK Aichach-Friedberg,2017,17.4043475188183,0.0065614510308115,9.28622735270542,51.2705130322812,1.78251206503643,76.1099747702129,179.549979544032,162.321468682514,5782.67567247304,82.20760753643798,173.1884928776162,0.663
28,LK Aichach-Friedberg,2018,17.8006976737103,0.0067759261378711,9.06586809915635,51.3590238301662,1.81861857699758,76.1668575070825,179.56796177291,162.353505011864,5782.67567247304,82.20760753643798,173.1884928776162,0.663
29,LK Aichach-Friedberg,2019,17.3939985068518,0.00655585091833,9.10217435192607,51.6381410501231,1.93247981745356,76.3462362016369,179.624668410437,162.454531004168,5782.67567247304,82.20760753643798,173.1884928776162,0.663
30,LK Alb-Donau-Kreis,2010,17.908724871248,0.0068343823904328,11.3993661039727,49.3252924927617,0.988991609278251,74.8598508220973,179.15478029383,161.617399491497,6357.59116869488,92.83364614235838,146.12749025742227,0.662
31,LK Alb-Donau-Kreis,2011,18.2222042434935,0.0070040140181577,11.23952161034,49.4119659184562,1.02434859572885,74.9155527453109,179.172389234385,161.648770787178,6357.59116869488,92.83364614235838,146.12749025742227,0.662
32,LK Alb-Donau-Kreis,2012,17.4909207531653,0.0066082980005323,10.088253376577,49.7202395544117,1.15010371250449,75.1136692298181,179.235019412975,161.760349893542,6357.59116869488,92.83364614235838,146.12749025742227,0.662
33,LK Alb-Donau-Kreis,2013,17.4295348635965,0.0065750805409837,10.0317559988877,49.6292314568373,1.11297846855515,75.0551815673969,179.216529822107,161.727409670912,6357.59116869488,92.83364614235838,146.12749025742227,0.662
34,LK Alb-Donau-Kreis,2014,17.590083893827,0.006661957687421,10.1417265054512,49.5294474404694,1.07227323409099,74.9910539345828,179.196257278377,161.691293019739,6357.59116869488,92.83364614235838,146.12749025742227,0.662
35,LK Alb-Donau-Kreis,2015,17.4511349825224,0.0065867689123946,10.7405710609921,49.6845345912772,1.13553846499465,75.0907229218935,179.227765441318,161.747426544236,6357.59116869488,92.83364614235838,146.12749025742227,0.662
36,LK Alb-Donau-Kreis,2016,17.258841631739,0.0064827141101267,9.93875407075128,49.4617499554273,1.04465716789545,74.9475471724656,179.18250357036,161.666790032772,6357.59116869488,92.83364614235838,146.12749025742227,0.662
37,LK Alb-Donau-Kreis,2017,16.7246784776601,0.0061936648988565,9.38800947255659,50.1781375562785,1.33689560769076,75.4079439643781,179.32804791197,161.92608527891,6357.59116869488,92.83364614235838,146.12749025742227,0.662
38,LK Alb-Donau-Kreis,2018,16.882017851021,0.0062788052186716,9.02972559853642,50.3739293889246,1.41676563842436,75.5337724007244,179.367825810612,161.996951792201,6357.59116869488,92.83364614235838,146.12749025742227,0.662
39,LK Alb-Donau-Kreis,2019,16.5238120994033,0.0060849710142962,9.32032110440712,50.618532121447,1.51654726618715,75.6909698636796,179.417520338573,162.085485325808,6357.59116869488,92.83364614235838,146.12749025742227,0.662
40,LK Altenburger Land,2010,18.5304790612905,0.0071708293296562,10.8259192933008,50.6793571457148,1.54135982599614,75.7300599400678,179.429877808328,162.10750083755,10241.5229299651,354.24872108289196,155.0667953141145,0.621
41,LK Altenburger Land,2011,18.4461295736343,0.0071251856855899,10.0713240478721,51.0566560333943,1.69527264936291,75.9725364950409,179.506531449642,162.244063513722,10241.5229299651,354.24872108289196,155.0667953141145,0.621
42,LK Altenburger Land,2012,17.7019483204481,0.0067224903618242,9.2133057844638,51.45863192792,1.85925204838089,76.2308720832698,179.588198576268,162.389557989601,10241.5229299651,354.24872108289196,155.0667953141145,0.621
43,LK Altenburger Land,2013,20.41907,0.0,9.21942045828018,47.13493,0.0,72.45329,170.5742,152.7879,10241.5229299651,354.24872108289196,155.0667953141145,0.621
44,LK Altenburger Land,2014,18.17077,0.0,12.64896,46.30928,0.0,70.8707,150.3718,145.5528,10241.5229299651,354.24872108289196,155.0667953141145,0.621
45,LK Altenburger Land,2015,18.7801,0.0,12.14878,52.20431,1.0,77.25757,216.3474,188.7336,10241.5229299651,354.24872108289196,155.0667953141145,0.621
46,LK Altenburger Land,2016,18.21184,0.0,11.76414,47.7379,0.0,71.72524,191.8122,172.6664,10241.5229299651,354.24872108289196,155.0667953141145,0.621
47,LK Altenburger Land,2017,18.50384,0.0,11.06897,49.42882,0.0,72.76489,154.0002,146.6144,10241.5229299651,354.24872108289196,155.0667953141145,0.621
48,LK Altenburger Land,2018,17.2217,0.0,9.291706,54.18713,0.0,81.16082,181.0046,160.5275,10241.5229299651,354.24872108289196,155.0667953141145,0.621
49,LK Altenburger Land,2019,14.81205,0.0,6.207115,53.00922,1.0,78.71126,157.1818,149.4664,10241.5229299651,354.24872108289196,155.0667953141145,0.621
50,LK Altenkirchen,2010,11.23789,0.0,1.376873,55.52165,0.209183787284243,73.6313299615089,178.766410385635,160.92549714872,4957.12194101652,82.11516264224903,201.4537459760772,0.678
51,LK Altenkirchen,2011,9.765194,0.0,1.365353,56.98876,0.233864211896854,73.6702118701402,178.778702047722,160.947395420485,4957.12194101652,82.11516264224903,201.4537459760772,0.678
52,LK Altenkirchen,2012,9.23658,0.0,1.243539,55.23074,0.319005981327695,73.8043454821701,178.821105445386,161.022939404625,4957.12194101652,82.11516264224903,201.4537459760772,0.678
53,LK Altenkirchen,2013,8.666333,0.0,1.26098,47.8244879806949,0.376763300855522,73.8953372238407,178.849870487554,161.074185908657,4957.12194101652,82.11516264224903,201.4537459760772,0.678
54,LK Altenkirchen,2014,8.114746,0.0,6.471389,55.5665,3.0,73.04899,165.6087,148.5613,4957.12194101652,82.11516264224903,201.4537459760772,0.678
55,LK Altenkirchen,2015,8.581317,0.0,5.865651,59.16597,7.0,77.57442,202.9075,187.924,4957.12194101652,82.11516264224903,201.4537459760772,0.678
56,LK Altenkirchen,2016,8.093074,0.0,6.178114,55.86309,2.0,73.61248,161.4653,149.3976,4957.12194101652,82.11516264224903,201.4537459760772,0.678
57,LK Altenkirchen,2017,8.118336,0.0,7.289511,55.31472,1.0,71.93246,175.455,164.0183,4957.12194101652,82.11516264224903,201.4537459760772,0.678
58,LK Altenkirchen,2018,7.236647,0.0,5.826028,63.99832,10.0,82.48244,170.8857,156.3117,4957.12194101652,82.11516264224903,201.4537459760772,0.678
59,LK Altenkirchen,2019,6.431186,0.0,1.055065,62.03527,12.0,80.17887,192.59,172.9225,4957.12194101652,82.11516264224903,201.4537459760772,0.678
60,LK Altmarkkreis Salzwedel,2010,10.85511,0.0,2.435312,51.97579,1.96706620510799,76.4007241120265,179.641893567481,162.485218568426,4960.87655858841,112.47233543362319,35.90040648505041,0.645
61,LK Altmarkkreis Salzwedel,2011,8.35042,0.0,0.8084932,49.26265,2.06302844223726,76.5519044500751,179.689685913458,162.570363260253,4960.87655858841,112.47233543362319,35.90040648505041,0.645
62,LK Altmarkkreis Salzwedel,2012,7.837392,0.0,0.4692945,49.27775,2.19825495673217,76.764942315657,179.757033159201,162.690346081078,4960.87655858841,112.47233543362319,35.90040648505041,0.645
63,LK Altmarkkreis Salzwedel,2013,17.9989225114149,0.0068831906179371,8.57225277031822,52.05514,0.0,76.7715,166.8635,153.7651,4960.87655858841,112.47233543362319,35.90040648505041,0.645
64,LK Altmarkkreis Salzwedel,2014,9.544642,0.0,4.151848,48.65153,0.0,75.37505,167.777,153.5087,4960.87655858841,112.47233543362319,35.90040648505041,0.645
65,LK Altmarkkreis Salzwedel,2015,8.794184,0.0,3.796919,52.02606,1.0,77.21339,196.8165,187.2848,4960.87655858841,112.47233543362319,35.90040648505041,0.645
66,LK Altmarkkreis Salzwedel,2016,10.23683,0.0,4.422251,48.40979,0.0,73.00603,174.547,157.4834,4960.87655858841,112.47233543362319,35.90040648505041,0.645
67,LK Altmarkkreis Salzwedel,2017,9.467617,0.0,2.769584,42.7006,0.0,64.56272,130.4465,114.5789,4960.87655858841,112.47233543362319,35.90040648505041,0.645
68,LK Altmarkkreis Salzwedel,2018,9.106554,0.0,3.365097,49.15682,0.0,71.16687,180.095,168.6852,4960.87655858841,112.47233543362319,35.90040648505041,0.645
69,LK Altmarkkreis Salzwedel,2019,7.183763,0.0,0.6133284,49.87766,0.0,74.16397,181.33,158.1929,4960.87655858841,112.47233543362319,35.90040648505041,0.645
70,LK Altötting,2010,24.90609,0.0,7.738401,45.5243,1.83450612571836,76.1918869880348,179.575874294,162.367601603192,8336.46801726763,194.35040392641554,195.89038022838824,0.663
71,LK Altötting,2011,21.73242,0.0,7.50378,46.1581,1.8344960636991,76.1918711361798,179.575869282784,162.367592675435,8336.46801726763,194.35040392641554,195.89038022838824,0.663
72,LK Altötting,2012,20.3628,0.0,5.973521,46.58696,1.99138781431659,76.4390407375246,179.654006527712,162.506798473009,8336.46801726763,194.35040392641554,195.89038022838824,0.663
73,LK Altötting,2013,19.5020533176424,0.0076965727665528,6.294697,51.5284176320652,1.88771996892443,76.275720869418,179.602376535729,162.41481680384,8336.46801726763,194.35040392641554,195.89038022838824,0.663
74,LK Altötting,2014,17.94541,0.0,11.12459,43.14068,0.0,69.82995,154.79,144.95,8336.46801726763,194.35040392641554,195.89038022838824,0.663
75,LK Altötting,2015,18.60458,0.0,11.28642,49.55994,0.0,78.54011,202.15,174.7775,8336.46801726763,194.35040392641554,195.89038022838824,0.663
76,LK Altötting,2016,18.42137,0.0,10.5713,42.93344,0.0,71.07147,147.83,133.2987,8336.46801726763,194.35040392641554,195.89038022838824,0.663
77,LK Altötting,2017,18.03037,0.0,9.793047,50.1999,1.0,79.76215,199.5113,187.8553,8336.46801726763,194.35040392641554,195.89038022838824,0.663
78,LK Altötting,2018,17.40709,0.0,7.282814,54.61806,0.0,86.00541,177.3526,167.7772,8336.46801726763,194.35040392641554,195.89038022838824,0.663
79,LK Altötting,2019,16.74491,0.0,6.917744,48.6736,0.0,78.83908,171.7081,164.3122,8336.46801726763,194.35040392641554,195.89038022838824,0.663
80,LK Alzey-Worms,2010,16.9713050627539,0.0063271207902921,11.9063253282535,48.0324912644318,0.461614790523051,74.0290135248068,178.892129316362,161.149472335432,5306.20051256551,109.3983092988563,222.46262752778827,0.678
81,LK Alzey-Worms,2011,17.0356590996604,0.0063619443895385,11.980953768789,48.0911903727508,0.485560118181063,74.0667373507441,178.904054876021,161.170718375594,5306.20051256551,109.3983092988563,222.46262752778827,0.678
82,LK Alzey-Worms,2012,16.3917062252632,0.0060134851799911,10.3328357116181,48.4363045311481,0.626343715051615,74.2885299266918,178.97416973131,161.29563184498,5306.20051256551,109.3983092988563,222.46262752778827,0.678
83,LK Alzey-Worms,2013,16.2018704382951,0.0059107602277457,9.90504837181768,48.4543557355941,0.633707404508908,74.3001307927693,178.97783709052,161.302165447033,5306.20051256551,109.3983092988563,222.46262752778827,0.678
84,LK Alzey-Worms,2014,16.4426241910721,0.0060410381808751,10.3548221938671,48.3882331410009,0.60673378875094,74.2576361566429,178.964403343923,161.278232488925,5306.20051256551,109.3983092988563,222.46262752778827,0.678
85,LK Alzey-Worms,2015,16.0029640212683,0.0058031269278463,9.79502447408797,48.5978120132766,0.692228013630231,74.3923250322372,179.006982275976,161.354089197231,5306.20051256551,109.3983092988563,222.46262752778827,0.678
86,LK Alzey-Worms,2016,16.1010058333342,0.0058561798354323,9.52638061633781,48.2065408594904,0.532615436048591,74.1408689995574,178.927489969854,161.212469283644,5306.20051256551,109.3983092988563,222.46262752778827,0.678
87,LK Alzey-Worms,2017,15.6395085223102,0.0056064519522262,9.42177693208246,48.8405524750745,0.791249958938501,74.5483256801356,179.056298457122,161.441948685188,5306.20051256551,109.3983092988563,222.46262752778827,0.678
88,LK Alzey-Worms,2018,15.4884883011374,0.0055247310857034,8.80099394634215,49.294411329717,0.976394151007725,74.8400045986571,179.148506345847,161.606222108243,5306.20051256551,109.3983092988563,222.46262752778827,0.678
89,LK Alzey-Worms,2019,15.0831014909848,0.0053053660156135,8.81621692223477,49.4756605569404,1.05033176706213,74.9564870205347,179.185329707128,161.671824950796,5306.20051256551,109.3983092988563,222.46262752778827,0.678
90,LK Amberg-Sulzbach,2010,17.4828773799736,0.0066039455275861,9.35813379614673,50.3733806903905,1.41654180595806,75.5334197717223,179.367714334692,161.996753191721,6070.99166974116,164.08085593895026,82.05061179162487,0.663
91,LK Amberg-Sulzbach,2011,17.4374569211176,0.0065793673669481,9.34588802712283,50.7187950273752,1.55744785570459,75.755405261755,179.437890175535,162.121775310224,6070.99166974116,164.08085593895026,82.05061179162487,0.663
92,LK Amberg-Sulzbach,2012,16.9915553244893,0.0063380787197897,8.68671379142172,41.68897,1.68145863600839,75.9507736925967,179.499651617269,162.231806714119,6070.99166974116,164.08085593895026,82.05061179162487,0.663
93,LK Amberg-Sulzbach,2013,16.8385623214079,0.0062552903310121,8.69874048350358,50.7685436944662,1.57774199931525,75.7873769579477,179.447997325616,162.139781753752,6070.99166974116,164.08085593895026,82.05061179162487,0.663
94,LK Amberg-Sulzbach,2014,17.0799704095653,0.006385922361588,8.84225160928675,44.1915,0.0,73.47704,158.04,146.3025,6070.99166974116,164.08085593895026,82.05061179162487,0.663
95,LK Amberg-Sulzbach,2015,16.8969856726858,0.0062869046860602,8.84737470813613,47.13443,0.0,75.39918,203.89,178.37,6070.99166974116,164.08085593895026,82.05061179162487,0.663
96,LK Amberg-Sulzbach,2016,16.6013780057917,0.0061269438907326,8.63778523203585,42.44444,0.0,72.27719,144.13,134.2787,6070.99166974116,164.08085593895026,82.05061179162487,0.663
97,LK Amberg-Sulzbach,2017,16.2330642709638,0.0059276400006401,8.29943380995,46.37654,0.0,75.85362,182.0735,173.6949,6070.99166974116,164.08085593895026,82.05061179162487,0.663
98,LK Amberg-Sulzbach,2018,16.0801167812912,0.0058448762403207,8.1723514923335,50.42841,0.0,84.39434,191.8558,168.7376,6070.99166974116,164.08085593895026,82.05061179162487,0.663
99,LK Amberg-Sulzbach,2019,15.8545465580952,0.0057228144795965,8.19762525425654,48.17899,0.0,79.10887,177.8808,156.9117,6070.99166974116,164.08085593895026,82.05061179162487,0.663
100,LK Ammerland,2010,17.4663167492601,0.0065949841508806,9.21968732753101,49.7622575757438,1.16724426739794,75.1406727153625,179.243555972294,161.775558243282,3191.58249962194,55.71341021783944,172.28117592095913,0.699
101,LK Ammerland,2011,18.0006715724831,0.0068841370791791,9.97012037080179,49.6690719035799,1.12923071801197,75.0807856033222,179.224623976143,161.741829851317,3191.58249962194,55.71341021783944,172.28117592095913,0.699
102,LK Ammerland,2012,17.2200523483348,0.0064617242464716,8.79302091362026,50.068298255324,1.29208848665598,75.3373541583496,179.305732494002,161.886329134969,3191.58249962194,55.71341021783944,172.28117592095913,0.699
103,LK Ammerland,2013,16.6776586391576,0.0061682212733847,8.45562034491463,50.6529204873356,1.53057542968754,75.713070041454,179.424506824752,162.097932135031,3191.58249962194,55.71341021783944,172.28117592095913,0.699
104,LK Ammerland,2014,17.3049701125667,0.0065076753993855,8.97067035108385,50.0242455351022,1.2741179100979,75.3090430443087,179.296782556631,161.870384329504,3191.58249962194,55.71341021783944,172.28117592095913,0.699
105,LK Ammerland,2015,16.6936892950724,0.0061768958673041,8.58632841333893,50.4143608849787,1.43325899664469,75.5597562829879,179.376040044732,162.011585901877,3191.58249962194,55.71341021783944,172.28117592095913,0.699
106,LK Ammerland,2016,17.1585563611891,0.0064284472103357,8.74188389357895,49.8589290426664,1.20667978894049,75.2028000235233,179.263196157285,161.810548312597,3191.58249962194,55.71341021783944,172.28117592095913,0.699
107,LK Ammerland,2017,16.2550986903749,0.0059395633830429,8.22206299709685,51.0283652486709,1.68373189296466,75.9543550154733,179.500783773899,162.233823713396,3191.58249962194,55.71341021783944,172.28117592095913,0.699
108,LK Ammerland,2018,16.0261966933464,0.0058156987151151,8.02585305865016,51.3692741144862,1.82280001047517,76.1734449996794,179.570044264121,162.357215084446,3191.58249962194,55.71341021783944,172.28117592095913,0.699
109,LK Ammerland,2019,15.7833482019563,0.0056842872458693,8.1623760022775,51.7197719409432,1.9657797854374,76.3986974673119,179.641252888233,162.484077163122,3191.58249962194,55.71341021783944,172.28117592095913,0.699
110,LK Anhalt-Bitterfeld,2010,11.38586,0.0,1.99301,52.66606,0.866718710565976,74.6672202758064,179.093884374209,161.508910062831,5455.51689702768,130.39302365520268,107.5942281672187,0.645
111,LK Anhalt-Bitterfeld,2011,10.53835,0.0,1.550884,51.02254,0.955514132086609,74.8071099057717,179.138107410618,161.587695833434,5455.51689702768,130.39302365520268,107.5942281672187,0.645
112,LK Anhalt-Bitterfeld,2012,10.64941,0.0,1.269597,50.72746,1.08289265125356,75.0077839225921,179.20154609692,161.700715340735,5455.51689702768,130.39302365520268,107.5942281672187,0.645
113,LK Anhalt-Bitterfeld,2013,16.3527430614064,0.0059924012252192,8.60925530161562,52.17104,1.0,74.98411,194.9825,157.7701,5455.51689702768,130.39302365520268,107.5942281672187,0.645
114,LK Anhalt-Bitterfeld,2014,11.34692,0.0,5.44612,49.29399,1.0,73.43656,181.325,166.2729,5455.51689702768,130.39302365520268,107.5942281672187,0.645
115,LK Anhalt-Bitterfeld,2015,10.75151,0.0,6.135273,53.06615,4.0,75.83548,196.297,184.0066,5455.51689702768,130.39302365520268,107.5942281672187,0.645
116,LK Anhalt-Bitterfeld,2016,11.26138,0.0,5.502676,51.81543,0.0,75.85835,181.4925,158.2809,5455.51689702768,130.39302365520268,107.5942281672187,0.645
117,LK Anhalt-Bitterfeld,2017,11.02227,0.0,4.617334,51.38966,0.0,74.36035,150.8995,134.4822,5455.51689702768,130.39302365520268,107.5942281672187,0.645
118,LK Anhalt-Bitterfeld,2018,10.84821,0.0,4.446185,58.61021,2.0,83.307,178.1775,169.4949,5455.51689702768,130.39302365520268,107.5942281672187,0.645
119,LK Anhalt-Bitterfeld,2019,8.036774,0.0,0.8636121,57.19083,2.0,80.2655,178.59,172.675,5455.51689702768,130.39302365520268,107.5942281672187,0.645
120,LK Ansbach,2010,20.2493195465994,0.0081009374488404,12.6046468616891,51.2955912080302,1.79274229088776,76.1260916204321,179.555074532518,162.330545684609,6299.51002611755,111.16147553368302,93.98650354882751,0.663
121,LK Ansbach,2011,20.2713012409701,0.0081128323003885,12.087329462561,51.6636217909544,1.94287426305329,76.3626117660944,179.629845185752,162.463753713994,6299.51002611755,111.16147553368302,93.98650354882751,0.663
122,LK Ansbach,2012,19.5898207981942,0.0077440659731413,10.6447079435482,52.0856496151154,2.1150335141856,76.6338340152103,179.715586147398,162.616505950929,6299.51002611755,111.16147553368302,93.98650354882751,0.663
123,LK Ansbach,2013,19.4162020477551,0.0076501164700861,10.5321478211226,51.8550035580288,2.02094528068206,76.4856060103931,179.668727116779,162.533024011722,6299.51002611755,111.16147553368302,93.98650354882751,0.663
124,LK Ansbach,2014,19.8274905367513,0.0078726750880684,10.79416424784,51.7686689385539,1.98572650460932,76.4301218258678,179.651187009532,162.501775346362,6299.51002611755,111.16147553368302,93.98650354882751,0.663
125,LK Ansbach,2015,19.5204492284872,0.0077065272598189,11.1697295436613,52.0734344408793,2.11005053645631,76.6259837578576,179.713104460823,162.61208468986,6299.51002611755,111.16147553368302,93.98650354882751,0.663
126,LK Ansbach,2016,19.2303350620839,0.0075495391367392,10.3285577804999,51.7772233302037,1.98921612680011,76.4356194286567,179.652924956,162.504871593542,6299.51002611755,111.16147553368302,93.98650354882751,0.663
127,LK Ansbach,2017,18.6718655041002,0.0072473371147147,10.0301080877574,52.5713455503505,2.31316511523422,76.9459734913283,179.814262192367,162.792302749932,6299.51002611755,111.16147553368302,93.98650354882751,0.663
128,LK Ansbach,2018,18.7898947539917,0.0073112057311242,9.5968998129803,53.000923913118,2.48840448335816,77.2220482026413,179.901537153442,162.947787891183,6299.51002611755,111.16147553368302,93.98650354882751,0.663
129,LK Ansbach,2019,18.3760228982721,0.0070872491879797,9.68477835366642,53.2516768162324,2.59069497120751,77.3831981611546,179.952481176129,163.038547468338,6299.51002611755,111.16147553368302,93.98650354882751,0.663
130,LK Aschaffenburg,2010,20.4238006479281,0.0081953535918026,14.0451315796496,50.2048581044845,1.34779581214561,75.4251163088709,179.333476571807,161.935756734859,5850.86282907167,124.24280594075277,250.02509934871077,0.663
131,LK Aschaffenburg,2011,20.4434332734754,0.0082059773027161,14.1243150081658,50.395213679644,1.42544821180307,75.5474510561809,179.372150017335,162.004655604208,5850.86282907167,124.24280594075277,250.02509934871077,0.663
132,LK Aschaffenburg,2012,19.5746544162708,0.0077358590597679,11.9031016562174,50.9236555111115,1.64101729223821,75.8870617971135,179.479510499773,162.195924206005,5850.86282907167,124.24280594075277,250.02509934871077,0.663
133,LK Aschaffenburg,2013,19.3533759152121,0.0076161196585875,10.9213422943746,50.7844284937585,1.58422193972199,75.7975855526046,179.451224548773,162.145531229227,5850.86282907167,124.24280594075277,250.02509934871077,0.663
134,LK Aschaffenburg,2014,19.6228874114789,0.0077619591550584,11.5318734546986,50.7347305545218,1.56394848969813,75.7656464573969,179.441127704778,162.127543146559,5850.86282907167,124.24280594075277,250.02509934871077,0.663
135,LK Aschaffenburg,2015,18.9531699412528,0.0073995580701753,10.8911921585103,51.1397589627753,1.72917311106251,76.025943787462,179.523414993031,162.274142474473,5850.86282907167,124.24280594075277,250.02509934871077,0.663
136,LK Aschaffenburg,2016,18.8265037207537,0.007331015770224,10.4131322737998,50.7613878092582,1.57482287463183,75.7827781254314,179.446543505645,162.137191693547,5850.86282907167,124.24280594075277,250.02509934871077,0.663
137,LK Aschaffenburg,2017,18.3152326894794,0.0070543540663856,10.1760965636531,51.4892296665311,1.87173388835459,76.2505361599227,179.594414942541,162.400632787874,5850.86282907167,124.24280594075277,250.02509934871077,0.663
138,LK Aschaffenburg,2018,18.1235420708453,0.006950625417749,9.74154095558146,52.0556499067132,2.10279563071671,76.6145542712696,179.709491279477,162.60564760865,5850.86282907167,124.24280594075277,250.02509934871077,0.663
139,LK Aschaffenburg,2019,17.5283683525615,0.0066285618449903,9.71008039847751,52.3230536462592,2.21187855111832,76.7864051292215,179.763818156673,162.702433927092,5850.86282907167,124.24280594075277,250.02509934871077,0.663
