,county,year,NO2_annualMean,NO2_hrOver200,NO_annualMean,O3_annualMean,O3_daysOver120,O3_dailyMaxAnnualMean,O3_dailyHourlyMax,O3_daily8HrMax,PM10_annualMean,PM2_5_annualMean,cases_per_100k,deaths_per_100k,Population_density,Fully_vaccinated
446,LK Dachau,2016,"2,02449E+14",0.0080985443258394,"1,06966E+14","5,20916E+14","2,11744E+14","7,66376E+14","1,79717E+14","1,62619E+14","1,79781E+14","1,33733E+14",7504.01309978919,99.92457306420314,267.6697345948671,0.663
447,LK Dachau,2017,"1,98537E+14",0.0078868647222246,"1,00137E+14","5,28845E+14","2,44091E+14","7,71472E+14","1,79878E+14","1,62906E+14","1,78012E+14","1,32602E+14",7504.01309978919,99.92457306420314,267.6697345948671,0.663
448,LK Dachau,2018,"2,02879E+14",0.0081218091132403,"9,66787E+14","5,29236E+14","2,45685E+13","7,71723E+13","1,79886E+14","1,6292E+14","1,81357E+14","1,34797E+14",7504.01309978919,99.92457306420314,267.6697345948671,0.663
449,LK Dachau,2019,"1,96634E+14",0.0077838764882924,"9,72898E+14","5,33076E+14","2,61351E+14","7,74191E+14","1,79964E+14","1,63059E+14","1,70735E+14","1,28193E+14",7504.01309978919,99.92457306420314,267.6697345948671,0.663
450,LK Dahme-Spreewald,2010,1347773,0.0,4023091,5163907,0.706419352707158,"7,44147E+13","1,79014E+14","1,61367E+13",2497995,1840568,5341.11103418034,150.01500150015,76.0127164582857,0.617
451,LK Dahme-Spreewald,2011,1412119,0.0,3568456,5072585,0.779432971633963,"7,45297E+14","1,7905E+14","1,61431E+14",2438001,1686643,5341.11103418034,150.01500150015,76.0127164582857,0.617
452,LK Dahme-Spreewald,2012,1267247,0.0,3259861,484586,0.891349394630513,"7,4706E+14","1,79106E+13","1,61531E+14",1849601,"1,27541E+14",5341.11103418034,150.01500150015,76.0127164582857,0.617
453,LK Dahme-Spreewald,2013,1591915,0.0,284105,5120476,0.5,7765332,178715,1641566,1935576,1422398,5341.11103418034,150.01500150015,76.0127164582857,0.617
454,LK Dahme-Spreewald,2014,9417853,0.0,6869981,4997957,0,7529361,162.65,1535813,1972014,"1,28718E+14",5341.11103418034,150.01500150015,76.0127164582857,0.617
455,LK Dahme-Spreewald,2015,921462,0.0,915159,5164623,0,7581293,172.46,1588414,1934146,"1,25873E+14",5341.11103418034,150.01500150015,76.0127164582857,0.617
456,LK Dahme-Spreewald,2016,8969879,0.0,4729171,4724049,0,7092697,163.4,1421725,1620353,"1,25677E+13",5341.11103418034,150.01500150015,76.0127164582857,0.617
457,LK Dahme-Spreewald,2017,9670566,0.0,4958191,5119706,0,7557682,138.9,133605,1538743,939026,5341.11103418034,150.01500150015,76.0127164582857,0.617
458,LK Dahme-Spreewald,2018,8665383,0.0,5112958,5734354,0,845726,181.4,1714375,1684604,1377956,5341.11103418034,150.01500150015,76.0127164582857,0.617
459,LK Dahme-Spreewald,2019,7088051,0.0,1529753,5688328,2,8357268,191.7,181725,1304602,1027598,5341.11103418034,150.01500150015,76.0127164582857,0.617
460,LK Darmstadt-Dieburg,2010,"1,99187E+14",0.0079220554069061,"1,42968E+14","5,00135E+14","1,26973E+14","7,53021E+14","1,79295E+14","1,61866E+14","1,92535E+14","1,41032E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
461,LK Darmstadt-Dieburg,2011,"2,00115E+14",0.0079722448226274,"1,43394E+14","5,01192E+13","1,31286E+14","7,53701E+14","1,79316E+14","1,61905E+14","1,91865E+14","1,40564E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
462,LK Darmstadt-Dieburg,2012,"1,90855E+14",0.0074711803149196,"1,18052E+13","5,06763E+14","1,54011E+14","7,57281E+14","1,79429E+14","1,62106E+14","1,86482E+13","1,37294E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
463,LK Darmstadt-Dieburg,2013,"1,88788E+14",0.0073593237547596,"1,09805E+14","5,05686E+14","1,49617E+14","7,56589E+14","1,79407E+14","1,62067E+14","1,83281E+14","1,35511E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
464,LK Darmstadt-Dieburg,2014,"1,91855E+14",0.0075253030861983,"1,16997E+14","5,05099E+14","1,47225E+14","7,56212E+13","1,79395E+13","1,62046E+14","1,86386E+14","1,37223E+13",4869.98700037958,107.8263089475682,452.9209690042191,0.672
465,LK Darmstadt-Dieburg,2015,"1,85593E+14",0.0071864423846321,"1,10251E+13","5,08419E+13","1,60765E+14","7,58345E+14","1,79463E+14","1,62166E+14","1,80436E+14","1,33736E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
466,LK Darmstadt-Dieburg,2016,"1,85018E+14",0.0071553192112291,"1,04807E+14","5,03937E+14","1,42484E+14","7,55465E+14","1,79372E+14","1,62004E+14","1,80479E+14","1,33703E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
467,LK Darmstadt-Dieburg,2017,"1,78537E+14",0.006804607625116,"1,03015E+14","5,12679E+14","1,78146E+14","7,61083E+14","1,79549E+14","1,62321E+14","1,7842E+14","1,32366E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
468,LK Darmstadt-Dieburg,2018,"1,76453E+14",0.0066918437143993,"9,45457E+14","5,1872E+14","2,02787E+13","7,64965E+14","1,79672E+14","1,62539E+14","1,74329E+14","1,30155E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
469,LK Darmstadt-Dieburg,2019,"1,70723E+14",0.0063817838266923,"9,50642E+14","5,21143E+14","2,12674E+14","7,66523E+14","1,79721E+14","1,62627E+14","1,68217E+14","1,26142E+14",4869.98700037958,107.8263089475682,452.9209690042191,0.672
470,LK Deggendorf,2010,"1,93015E+14",0.0075880339372151,"9,93469E+14","5,12418E+14","1,77081E+14","7,60915E+14","1,79544E+14","1,62311E+13","1,84003E+14","1,36208E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
471,LK Deggendorf,2011,"1,96004E+14",0.0077497686752921,"1,04588E+14","5,14383E+13","1,85097E+14","7,62178E+14","1,79584E+14","1,62382E+14","1,86434E+14","1,37622E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
472,LK Deggendorf,2012,"1,90282E+14",0.0074401427340809,"9,39085E+14","5,18823E+13","2,03208E+13","7,65032E+14","1,79674E+14","1,62543E+14","1,83947E+14","1,36236E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
473,LK Deggendorf,2013,"1,90622E+14",0.0074585577097759,"9,74806E+14","5,14952E+14","1,87417E+14","7,62544E+14","1,79596E+14","1,62403E+14","1,81806E+14","1,34906E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
474,LK Deggendorf,2014,"1,96036E+14",0.007751538542205,"1,00559E+14","5,12255E+14","1,76417E+14","7,60811E+14","1,79541E+14","1,62305E+13","1,85125E+14","1,36911E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
475,LK Deggendorf,2015,"1,94148E+14",0.0076493472643672,"1,00518E+14","5,17882E+14","1,99368E+14","7,64427E+14","1,79655E+14","1,62509E+14","1,81996E+14","1,34935E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
476,LK Deggendorf,2016,"1,90101E+14",0.0074303755558489,"9,73947E+14","5,15111E+14","1,88066E+14","7,62646E+14","1,79599E+14","1,62409E+14","1,80511E+14","1,34069E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
477,LK Deggendorf,2017,"1,86538E+14",0.0072375525057782,"9,20595E+14","5,22587E+14","2,18564E+14","7,67451E+14","1,79751E+14","1,62679E+14","1,79796E+14","1,33474E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
478,LK Deggendorf,2018,"1,86268E+14",0.0072229670818924,"8,9374E+14","5,25572E+14","2,30738E+14","7,69369E+14","1,79811E+13","1,62787E+14","1,8304E+14","1,35677E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
479,LK Deggendorf,2019,"1,84476E+14",0.0071259725821732,"8,87051E+14","5,27878E+14","2,40148E+13","7,70851E+14","1,79858E+14","1,62871E+14","1,7266E+13","1,29215E+14",8708.64335992099,139.77351668494046,138.55079922725315,0.663
480,LK Diepholz,2010,"1,87E+14",0.0072625699895472,"9,84543E+14","5,00585E+14","1,2881E+14","7,53311E+14","1,79304E+14","1,61883E+14","1,80055E+14","1,33218E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
481,LK Diepholz,2011,"1,89147E+14",0.0073787319337352,"1,02666E+13","5,01111E+14","1,30956E+14","7,53649E+14","1,79314E+14","1,61902E+14","1,84438E+14","1,35556E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
482,LK Diepholz,2012,"1,82174E+14",0.0070014306316451,"8,93233E+14","5,04571E+14","1,45071E+14","7,55872E+14","1,79385E+14","1,62027E+14","1,79167E+14","1,3242E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
483,LK Diepholz,2013,"1,77224E+14",0.0067335638889795,"8,56929E+14","5,08585E+14","1,61445E+14","7,58452E+14","1,79466E+14","1,62172E+14","1,75084E+14","1,30184E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
484,LK Diepholz,2014,"1,79671E+14",0.0068659631848706,"8,89114E+14","5,06082E+14","1,51232E+14","7,56843E+14","1,79415E+14","1,62082E+14","1,80647E+14","1,33429E+13",4013.3533878719,51.35918412267508,109.62981904386204,0.699
485,LK Diepholz,2015,"1,74164E+14",0.0065679606618478,"8,65346E+14","5,09011E+14","1,6318E+14","7,58725E+14","1,79475E+14","1,62188E+14","1,75061E+14","1,29822E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
486,LK Diepholz,2016,"1,77534E+14",0.0067503079451939,"8,57502E+14","5,04483E+14","1,44709E+14","7,55815E+14","1,79383E+14","1,62024E+14","1,74921E+14","1,29996E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
487,LK Diepholz,2017,"1,72909E+14",0.0065000698019597,"8,41891E+14","5,10655E+14","1,69889E+14","7,59782E+14","1,79508E+14","1,62247E+14","1,74686E+14","1,29572E+13",4013.3533878719,51.35918412267508,109.62981904386204,0.699
488,LK Diepholz,2018,"1,68109E+14",0.0062403471007231,"8,23096E+14","5,17317E+14","1,97063E+14","7,64063E+14","1,79644E+14","1,62488E+14","1,70669E+14","1,27569E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
489,LK Diepholz,2019,"1,64797E+14",0.006061116965017,"8,24418E+13","5,19773E+14","2,07082E+14","7,65642E+14","1,79694E+14","1,62577E+14","1,6774E+14","1,25355E+14",4013.3533878719,51.35918412267508,109.62981904386204,0.699
490,LK Dillingen a.d.Donau,2010,"2,13134E+14",0.0086767138587169,"1,33418E+14","5,243E+14","2,2555E+13","7,68551E+14","1,79786E+14","1,62741E+14","1,93027E+13","1,41458E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
491,LK Dillingen a.d.Donau,2011,"2,15171E+14",0.0087869490164725,"1,27478E+14","5,27448E+14","2,38391E+14","7,70574E+14","1,79849E+14","1,62855E+14","1,92453E+13","1,41071E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
492,LK Dillingen a.d.Donau,2012,"2,07334E+14",0.0083628829551488,"1,10455E+14","5,32005E+14","2,56982E+13","7,73503E+14","1,79942E+14","1,6302E+14","1,88822E+14","1,38898E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
493,LK Dillingen a.d.Donau,2013,"2,04712E+14",0.0082209925972613,"1,11341E+14","5,30065E+12","2,49066E+14","7,72256E+14","1,79903E+14","1,6295E+14","1,86219E+14","1,37395E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
494,LK Dillingen a.d.Donau,2014,"2,09464E+14",0.00847816035612,"1,13258E+12","5,28471E+14","2,42566E+14","7,71232E+14","1,7987E+14","1,62892E+14","1,88751E+14","1,38782E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
495,LK Dillingen a.d.Donau,2015,"2,07032E+14",0.0083465216806754,"1,2014E+14","5,31598E+14","2,55323E+14","7,73242E+14","1,79934E+14","1,63005E+13","1,86017E+13","1,37188E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
496,LK Dillingen a.d.Donau,2016,"2,03146E+14",0.0081362584735665,"1,08097E+14","5,28574E+14","2,42984E+14","7,71298E+14","1,79872E+14","1,62896E+14","1,84319E+14","1,36139E+13",6495.69834931873,146.1326307989956,122.81388562625366,0.663
497,LK Dillingen a.d.Donau,2017,"1,96304E+14",0.0077660094090722,"1,04066E+14","5,38206E+14","2,82277E+14","7,77488E+14","1,80068E+14","1,63244E+14","1,83132E+14","1,35305E+13",6495.69834931873,146.1326307989956,122.81388562625366,0.663
498,LK Dillingen a.d.Donau,2018,"1,99331E+14",0.007929802097647,"9,81591E+14","5,41389E+14","2,95263E+14","7,79534E+14","1,80133E+14","1,6336E+14","1,84476E+13","1,36348E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
499,LK Dillingen a.d.Donau,2019,"1,93846E+14",0.0076330323850527,"9,88247E+14","5,44879E+13","3,09499E+14","7,81777E+14","1,80204E+14","1,63486E+14","1,74278E+14","1,29885E+14",6495.69834931873,146.1326307989956,122.81388562625366,0.663
500,LK Dingolfing-Landau,2010,"1,90322E+14",0.0074423277292663,"1,02907E+14","5,08196E+14","1,59856E+13","7,58202E+14","1,79458E+14","1,62158E+14","1,81088E+14","1,34479E+11",9745.58841676607,121.34424745999753,110.7237938556865,0.663
501,LK Dingolfing-Landau,2011,"1,93597E+14",0.0076195277515699,"1,06653E+14","5,10069E+14","1,67496E+14","7,59405E+14","1,79496E+14","1,62226E+13","1,82744E+14","1,35432E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
502,LK Dingolfing-Landau,2012,"1,8798E+14",0.0073155674831022,"9,55879E+14","5,13972E+14","1,83421E+14","7,61914E+14","1,79576E+14","1,62367E+14","1,80631E+14","1,34243E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
503,LK Dingolfing-Landau,2013,"1,86932E+14",0.0072589020836749,"9,8297E+14","5,10855E+14","1,70704E+14","7,59911E+14","1,79512E+14","1,62255E+14","1,78133E+13","1,32719E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
504,LK Dingolfing-Landau,2014,"1,91991E+14",0.007532659190405,"1,01421E+14","5,08648E+14","1,617E+11","7,58492E+14","1,79468E+14","1,62175E+14","1,80964E+14","1,344E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
505,LK Dingolfing-Landau,2015,"1,89804E+14",0.007414293779688,"1,00264E+14","5,13618E+14","1,81977E+14","7,61687E+13","1,79569E+14","1,62355E+14","1,7788E+14","1,32489E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
506,LK Dingolfing-Landau,2016,"1,85565E+14",0.0071848990301586,"9,67812E+14","5,11084E+14","1,71639E+14","7,60058E+14","1,79517E+14","1,62263E+14","1,75965E+14","1,31361E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
507,LK Dingolfing-Landau,2017,"1,81141E+14",0.0069455399880117,"9,1021E+14","5,18725E+14","2,02809E+14","7,64969E+14","1,79672E+14","1,62539E+14","1,75186E+14","1,3074E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
508,LK Dingolfing-Landau,2018,"1,81936E+13",0.0069885123115632,"8,91E+14","5,21125E+14","2,12599E+13","7,66511E+14","1,79721E+14","1,62626E+14","1,78142E+14","1,32756E+13",9745.58841676607,121.34424745999753,110.7237938556865,0.663
509,LK Dingolfing-Landau,2019,"1,78837E+14",0.0068208294539529,"8,87159E+14","5,23909E+14","2,23956E+14","7,683E+14","1,79778E+13","1,62727E+14","1,68571E+14","1,26764E+14",9745.58841676607,121.34424745999753,110.7237938556865,0.663
510,LK Dithmarschen,2010,"1,55426E+14",0.0055540156232943,"8,1872E+14","4,96729E+14","1,1308E+14","7,50833E+14","1,79225E+14","1,61743E+14","1,65266E+14","1,24269E+14",2233.37911160141,42.77641443591418,93.47598065120181,0.725
511,LK Dithmarschen,2011,"1,57977E+14",0.0056920373186873,"8,41464E+14","4,96828E+14","1,13483E+14","7,50896E+14","1,79227E+14","1,61747E+14","1,71465E+13","1,27531E+14",2233.37911160141,42.77641443591418,93.47598065120181,0.725
512,LK Dithmarschen,2012,"1,53211E+14",0.0054341490039866,"7,90198E+14","4,99321E+14","1,23652E+14","7,52498E+14","1,79278E+14","1,61837E+14","1,66354E+14","1,24626E+14",2233.37911160141,42.77641443591418,93.47598065120181,0.725
513,LK Dithmarschen,2013,2350069,0.0,1157505,4693111,0,6871271,143.89,1279311,2124206,1318712,2233.37911160141,42.77641443591418,93.47598065120181,0.725
514,LK Dithmarschen,2014,2344511,0.0,1540453,4379277,0,6605357,157098,1439549,2319087,1697012,2233.37911160141,42.77641443591418,93.47598065120181,0.725
515,LK Dithmarschen,2015,2298834,0.0,1500753,4628566,0,681205,185997,1639408,2108385,1223012,2233.37911160141,42.77641443591418,93.47598065120181,0.725
516,LK Dithmarschen,2016,2370742,0.0,1579246,4306012,0,6512196,150703,130883,1872144,1418356,2233.37911160141,42.77641443591418,93.47598065120181,0.725
517,LK Dithmarschen,2017,2445131,0.0,181308,4245679,0,6329661,124948,1108232,1947748,1165689,2233.37911160141,42.77641443591418,93.47598065120181,0.725
518,LK Dithmarschen,2018,2287844,0.0,1543731,4851267,0,7203294,172346,1516841,2018997,1234897,2233.37911160141,42.77641443591418,93.47598065120181,0.725
519,LK Dithmarschen,2019,2222991,0.0,"7,76673E+12",4849657,0,7053754,164577,1393042,226755,1876816,2233.37911160141,42.77641443591418,93.47598065120181,0.725
520,LK Donau-Ries,2010,"1,95396E+14",0.0077168911578425,"1,20593E+14","5,106E+13","1,69662E+13","7,59747E+14","1,79507E+14","1,62245E+14","1,83506E+14","1,35835E+14",6589.29156368184,132.5154104999851,105.46054156961935,0.663
521,LK Donau-Ries,2011,"1,97244E+14",0.0078168823512284,"1,16947E+14","5,13285E+14","1,80618E+14","7,61473E+13","1,79562E+14","1,62342E+13","1,83296E+14","1,35668E+13",6589.29156368184,132.5154104999851,105.46054156961935,0.663
522,LK Donau-Ries,2012,1652323,0.0,5653445,3429113,"1,96587E+14","7,63988E+14","1,79641E+14","1,62484E+14","1,80269E+14",1251676,6589.29156368184,132.5154104999851,105.46054156961935,0.663
523,LK Donau-Ries,2013,"1,88398E+14",0.0073381948790675,5107264,"5,1536E+14","1,89081E+14","7,62806E+14","1,79604E+14","1,62418E+14","1,77982E+14",1471199,6589.29156368184,132.5154104999851,105.46054156961935,0.663
524,LK Donau-Ries,2014,1528636,0.0,7200657,4120748,0,7012414,162.91,146955,"1,80247E+14",1319854,6589.29156368184,132.5154104999851,105.46054156961935,0.663
525,LK Donau-Ries,2015,178735,0.0,7620296,4622385,1,7933192,189.91,184505,"1,77901E+14",1279806,6589.29156368184,132.5154104999851,105.46054156961935,0.663
526,LK Donau-Ries,2016,1581298,0.0,75616,4480383,0,7653751,166.2,1480287,"1,76267E+14",1139477,6589.29156368184,132.5154104999851,105.46054156961935,0.663
527,LK Donau-Ries,2017,1562224,0.0,747078,4855338,0,8109129,1728413,1584667,"1,75464E+14",1239986,6589.29156368184,132.5154104999851,105.46054156961935,0.663
528,LK Donau-Ries,2018,1653186,0.0,8244772,5173874,0,8728707,1772108,1544466,"1,7688E+14",1321382,6589.29156368184,132.5154104999851,105.46054156961935,0.663
529,LK Donau-Ries,2019,1427186,0.0,5986336,4810284,0,8259126,162.01,154.74,"1,68084E+14",1035424,6589.29156368184,132.5154104999851,105.46054156961935,0.663
530,LK Donnersbergkreis,2010,"2,03888E+14",0.0081764097112958,"1,42235E+14","5,07146E+14","1,55576E+14","7,57527E+14","1,79437E+13","1,6212E+14","1,96957E+14","1,43546E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
531,LK Donnersbergkreis,2011,"2,0482E+14",0.0082268490538359,"1,43457E+14","5,07979E+14","1,5897E+14","7,58062E+14","1,79454E+14","1,6215E+14","1,96929E+14","1,43437E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
532,LK Donnersbergkreis,2012,"1,95281E+14",0.0077106839191785,"1,19555E+13","5,12923E+14","1,79138E+14","7,61239E+14","1,79554E+14","1,62329E+14","1,91767E+14","1,40281E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
533,LK Donnersbergkreis,2013,"1,92292E+14",0.0075489470131035,"1,13829E+14","5,13545E+13","1,81675E+14","7,61639E+14","1,79567E+14","1,62352E+14","1,88567E+14","1,38524E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
534,LK Donnersbergkreis,2014,"1,95964E+13",0.0077476378800587,"1,2026E+13","5,12468E+14","1,77285E+14","7,60947E+14","1,79545E+12","1,62313E+14","1,92416E+14","1,40632E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
535,LK Donnersbergkreis,2015,"1,89436E+14",0.0073943698773291,"1,1163E+14","5,15494E+14","1,89626E+14","7,62892E+14","1,79607E+14","1,62422E+14","1,85899E+14","1,36858E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
536,LK Donnersbergkreis,2016,"1,91415E+14",0.0075014476494003,"1,08077E+14","5,09393E+13","1,64738E+14","7,58971E+14","1,79483E+14","1,62202E+14","1,86753E+14","1,37276E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
537,LK Donnersbergkreis,2017,"1,84546E+14",0.0071297955432683,"1,06608E+14","5,18874E+14","2,03417E+14","7,65064E+13","1,79675E+14","1,62545E+14","1,84846E+14","1,36027E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
538,LK Donnersbergkreis,2018,"1,82303E+14",0.0070083959758778,"9,73156E+13","5,2572E+14","2,31343E+13","7,69464E+13","1,79814E+14","1,62793E+14","1,80209E+14","1,33519E+13",4351.39464382637,100.61028078211255,117.25666776923399,0.678
539,LK Donnersbergkreis,2019,"1,76257E+14",0.0066812147135704,"9,74588E+14","5,2846E+14","2,42521E+14","7,71225E+14","1,7987E+14","1,62892E+14","1,73822E+13","1,29283E+14",4351.39464382637,100.61028078211255,117.25666776923399,0.678
540,LK Düren,2010,"2,00809E+14",0.0080097986252165,"1,42438E+14","4,89654E+14",0.842160738829346,"7,46285E+14","1,79082E+14","1,61487E+14","1,92444E+14","1,40772E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
541,LK Düren,2011,"1,99067E+14",0.0079155224482105,"1,39853E+14","4,90455E+14",0.874859833398599,"7,468E+14","1,79098E+14","1,61516E+14","1,9301E+13","1,40945E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
542,LK Düren,2012,"1,93038E+12",0.0075893075927274,"1,225E+14","4,92652E+14",0.964487744626339,"7,48212E+14","1,79143E+14","1,61596E+14","1,89063E+14","1,38521E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
543,LK Düren,2013,"1,90961E+13",0.0074769142362427,"1,23121E+14","4,9485E+14","1,05413E+14","7,49625E+14","1,79187E+14","1,61675E+13","1,86098E+14","1,36934E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
544,LK Düren,2014,"1,89039E+14",0.0073729183168027,"1,16586E+14","4,96059E+14","1,10346E+14","7,50402E+14","1,79212E+14","1,61719E+14","1,87753E+14","1,37694E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
545,LK Düren,2015,"1,8316E+14",0.0070547933895166,"1,09264E+13","4,97058E+14","1,14422E+14","7,51044E+14","1,79232E+14","1,61755E+14","1,82145E+14","1,34369E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
546,LK Düren,2016,"1,86879E+14",0.007256026451021,"1,09478E+14","4,92989E+14",0.97823701932861,"7,48429E+14","1,79149E+12","1,61608E+14","1,83413E+14","1,35103E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
547,LK Düren,2017,"1,84226E+14",0.0071124552875817,"1,07221E+14","4,98454E+14","1,20116E+14","7,51941E+14","1,7926E+14","1,61806E+14","1,81388E+14","1,33792E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
548,LK Düren,2018,"1,80888E+13",0.0069318254923148,"1,03209E+14","5,04449E+14","1,44571E+14","7,55794E+14","1,79382E+13","1,62023E+14","1,76872E+14","1,31393E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
549,LK Düren,2019,"1,73362E+14",0.0065245768522606,"9,90296E+14","5,0811E+14","1,59505E+14","7,58146E+14","1,79457E+14","1,62155E+13","1,70161E+14","1,26965E+14",6400.01508636947,114.65640793543034,281.9430858685066,0.715
550,LK Ebersberg,2010,"2,20888E+14",0.0090963290199815,"1,2921E+14","5,24498E+14","2,26357E+14","7,68678E+14","1,7979E+14","1,62748E+14","1,91296E+14","1,40659E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
551,LK Ebersberg,2011,"2,28606E+14",0.0095139817093837,"1,35138E+14","5,24277E+14","2,25457E+14","7,68537E+13","1,79785E+14","1,6274E+13","1,92597E+12","1,4148E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
552,LK Ebersberg,2012,"2,18167E+14",0.0089490985359422,"1,17446E+14","5,28522E+13","2,42772E+14","7,71264E+14","1,79871E+14","1,62894E+14","1,89617E+14","1,39771E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
553,LK Ebersberg,2013,"2,15687E+14",0.0088148887882141,"1,21881E+14","5,26976E+14","2,36466E+14","7,70271E+14","1,7984E+14","1,62838E+14","1,87308E+14","1,38279E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
554,LK Ebersberg,2014,"2,17251E+14",0.0088995290809519,"1,19029E+14","5,24955E+14","2,28221E+14","7,68972E+14","1,79799E+14","1,62765E+14","1,87808E+14","1,38559E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
555,LK Ebersberg,2015,"2,15877E+14",0.008825169955431,"1,17771E+14","5,30004E+14","2,48821E+14","7,72217E+14","1,79901E+14","1,62948E+14","1,85658E+14","1,37253E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
556,LK Ebersberg,2016,"2,10746E+14",0.0085475193843082,"1,09771E+14","5,27121E+14","2,37057E+14","7,70364E+14","1,79843E+14","1,62843E+14","1,83757E+14","1,36105E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
557,LK Ebersberg,2017,"2,06749E+14",0.0083312173486262,"1,02242E+14","5,35736E+14","2,722E+14","7,75901E+14","1,80018E+14","1,63155E+14","1,81807E+14","1,3486E+12",7001.82523544149,131.8611155450375,261.9660371039664,0.663
558,LK Ebersberg,2018,"2,10677E+14",0.0085437973652037,"9,82974E+14","5,36273E+14","2,74392E+14","7,76246E+14","1,80029E+14","1,63175E+14","1,85446E+14","1,37246E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
559,LK Ebersberg,2019,"2,03945E+14",0.0081794834989743,"9,86684E+13","5,40451E+14","2,91437E+14","7,78931E+14","1,80114E+14","1,63326E+14","1,73805E+14","1,30025E+14",7001.82523544149,131.8611155450375,261.9660371039664,0.663
560,LK Eichsfeld,2010,"1,82808E+14",0.007035727494078,"1,04667E+14","4,99533E+14","1,24519E+14","7,52635E+14","1,79282E+14","1,61845E+14","1,77502E+14","1,31997E+14",8149.76423393624,254.36594512532298,105.58810792472543,0.621
561,LK Eichsfeld,2011,"1,84554E+14",0.0071301755499718,"1,13111E+13","5,00574E+14","1,28765E+14","7,53304E+14","1,79304E+14","1,61882E+14","1,79685E+14","1,33138E+13",8149.76423393624,254.36594512532298,105.58810792472543,0.621
562,LK Eichsfeld,2012,"1,80282E+14",0.0068990210797605,"9,91592E+14","5,03047E+14","1,38852E+14","7,54893E+14","1,79354E+13","1,61972E+14","1,77225E+14","1,31673E+14",8149.76423393624,254.36594512532298,105.58810792472543,0.621
